?class	?labels	?synonyms	?definitions
<http://purl.obolibrary.org/obo/OMP_0000280>	"increased cell length"		"An altered cell morphology in which microbial cells are longer than a designated control; i.e. the maximum distance between the cell ends is greater than a designated control. | The mukB mutant appear to have elongated cell length. This is different from cell filamentation. PMID:1989883."
<http://purl.obolibrary.org/obo/OMP_0000281>	"altered cell population phenotype"		
<http://purl.obolibrary.org/obo/OMP_0000282>	"decreased population growth rate"	"increased generation time | decreased growth rate | increased doubling time"	"An altered population growth rate phenotype where the rate at which a microbial population multiplies is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000283>	"increased population growth rate"	"decreased doubling time | decreased generation time | increased growth rate"	"An altered growth rate phenotype where the rate at which a microbial population multiplies is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000284>	"altered cell population growth yield"		
<http://purl.obolibrary.org/obo/OMP_0000285>	"decreased cell population growth yield"		
<http://purl.obolibrary.org/obo/OMP_0000286>	"increased cell population growth yield"		
<http://purl.obolibrary.org/obo/OMP_0000287>	"altered fraction of non-constricted cells"		"population growth phenotype"
<http://purl.obolibrary.org/obo/OMP_0000288>	"decreased fraction of non-constricted cells"		
<http://purl.obolibrary.org/obo/OMP_0000289>	"increased number of anucleoid cells"		"In Escherichia coli mutations in the muk or par genes result in an increased number of anucleoid cells. | An anucleoid phenotype where the fraction of anucleoid cells in a population is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000290>	"genetic material phenotype"	"single stranded DNA | RNA | double stranded DNA"	"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A microbial phenotype dealing with the various aspects of the nucleic acid carrier of a microbe's primary genetic information."
<http://purl.obolibrary.org/obo/OMP_0000291>	"genophore phenotype"		"This term was obsoleted because it is rarely used.  Instead, genophore phenotype is listed as a synonym of nucleoid phenotype. | A genophore is the chromosome equivalent in any organism, cellular organelle, or virus, however, the term is commonly used to refer to chromosomes other than the nuclear chromosomes of eukaryotes."
<http://purl.obolibrary.org/obo/OMP_0000292>	"increased fraction of non-constricted cells"		
<http://purl.obolibrary.org/obo/OMP_0000293>	"altered fraction of cells with one nucleoid"		
<http://purl.obolibrary.org/obo/OMP_0000294>	"DNA supercoiling phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A genetic material phenotype related to supercoiling of a double-stranded DNA molecule."
<http://purl.obolibrary.org/obo/OMP_0000295>	"presence of negative supercoiling"	"underwound DNA"	"A DNA supercoiling phenotype where the DNA twists around its axis in the opposite direction from the clockwise turns of the right-handed double helix."
<http://purl.obolibrary.org/obo/OMP_0000296>	"presence of positive supercoiling"	"overwound DNA"	"A DNA supercoiling phenotype where the DNA twists around its axis in the same direction as the clockwise turns of the right-handed double helix."
<http://purl.obolibrary.org/obo/OMP_0000297>	"decreased fraction of cells with one nucleoid"		
<http://purl.obolibrary.org/obo/OMP_0000298>	"increased fraction of cells with one nucleoid"		
<http://purl.obolibrary.org/obo/OMP_0000299>	"galactose-1-phosphate uridyl transferase activity"		"This term was obsoleted in response to the decision to not have terms for individual enzyme activities unless those activities are commonly used for identification or classification. | An enzymatic activity phenotype where galactose-1-phosphate uridyl transferase activity is present."
<http://purl.obolibrary.org/obo/OMP_0000300>	"altered fraction of cells with two nucleoids"		
<http://purl.obolibrary.org/obo/OMP_0000301>	"decreased fraction of cells with two nucleoids"		
<http://purl.obolibrary.org/obo/OMP_0000302>	"increased fraction of cells with two nucleoids"		
<http://purl.obolibrary.org/obo/OMP_0000303>	"altered correlation between nucleoid and cell constriction during cell division"		
<http://purl.obolibrary.org/obo/OMP_0000304>	"increased substrate binding"		"This term was obsoleted in response to the decision that Kd measurements are too granular a phenotype for OMP, at least at this time.  The issue can be reconsidered if a need for such terms arises in the future. | A substrate binding phenotype where a protein has increased affinity for a substrate."
<http://purl.obolibrary.org/obo/OMP_0000305>	"decreased correlation between nucleoid and cell constriction during cell division"		
<http://purl.obolibrary.org/obo/OMP_0000306>	"macromolecular biosynthesis phenotype"		"A biosynthesis phenotype dealing with the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0000307>	"DNA replication phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A genetic material phenotype related to the process of DNA-dependent DNA replication that takes place as part of the cell cycle."
<http://purl.obolibrary.org/obo/OMP_0000308>	"over-initiation of DNA replication"		"A DNA replication phenotype where the frequency of initiating new rounds of DNA replication is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000309>	"biosynthetic phenotype"	"Biosynthesis"	"A metabolic phenotype dealing with the chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0000310>	"small molecule biosynthesis phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A biosynthetic phenotype dealing with the chemical reactions and pathways resulting in the formation of small molecules, any low molecular weight, monomeric, non-encoded molecule."
<http://purl.obolibrary.org/obo/OMP_0000311>	"amino acid biosynthesis phenotype"		"A small molecule biosynthesis phenotype dealing with the metabolic pathways that take precursor molecules and synthesize amino acids by remodeling the carbon skeleton and adding an amino group or sulfur."
<http://purl.obolibrary.org/obo/OMP_0000312>	"locomotion phenotype"		"A microbial phenotype where the trait in question is the self-propelled movement of a microbe from one location to another. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0000313>	"increased correlation between nucleoid and cell constriction during cell division"		
<http://purl.obolibrary.org/obo/OMP_0000314>	"altered degree of nucleoid constriction at the onset of cell constriction"		"This is a population average."
<http://purl.obolibrary.org/obo/OMP_0000315>	"decreased degree of nucleoid constriction at the onset of cell constriction"		
<http://purl.obolibrary.org/obo/OMP_0000316>	"increased degree of nucleoid constriction at the onset of cell constriction"		
<http://purl.obolibrary.org/obo/OMP_0000317>	"cell diameter phenotype"		
<http://purl.obolibrary.org/obo/OMP_0000318>	"presence of cell length variability"		
<http://purl.obolibrary.org/obo/OMP_0000319>	"cell area phenotype"		
<http://purl.obolibrary.org/obo/OMP_0000320>	"presence of cell diameter variability"		
<http://purl.obolibrary.org/obo/OMP_0000321>	"macrolide resistance phenotype"	"troleandomycin resistance phenotype | dirithromycin resistance phenotype | carvomycin A resistance phenotype | amphotericin B resistance phenotype | bafilomycin A1 resistance phenotype | FK506 | roxithromycin resistance phenotype | clarithromycin resistance phenotype | azithromycin resistance phenotype | latrunculin B resistance phenotype | rapamycin resistance phenotype | polyketide resistance phenotype | telithromycin resistance phenotype | josamycin resistance phenotype | erythromycin resistance phenotype | brasilinolide A resistance phenotype | macrolide sensitivity phenotype | spiramycin resistance phenotype | brefeldin A resistance phenotype"	"An antimicrobial compound resistance phenotype related to resistance or sensitivity to compounds with a macrolide ring--a large lactone ring with multiple keto and hydroxyl groups--that is linked to one or more sugars and that have antimicrobial properties. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
