metpo_id	metpo_label	xref_iris	xref_labels	mapping_types	distances	ontologies
METPO:1000702	motile	['<http://purl.jp/bio/10/mpo#MPO_02001>', '<http://doi.org/10.1601/Motile>', 'http://purl.obolibrary.org/obo/CL_0000219', 'http://purl.obolibrary.org/obo/CL_0000219', '<http://doi.org/10.1601/HighlyMotile>', 'http://purl.obolibrary.org/obo/CL_0011013', '<http://doi.org/10.1601/NonMotile>', 'http://purl.obolibrary.org/obo/CL_0000219', 'http://purl.obolibrary.org/obo/CL_0000219', 'http://purl.obolibrary.org/obo/CL_0000219', 'http://purl.obolibrary.org/obo/CL_0000219', 'http://purl.obolibrary.org/obo/CL_0000219', 'http://purl.obolibrary.org/obo/CL_0011013', 'http://purl.obolibrary.org/obo/CL_0011013', 'http://purl.obolibrary.org/obo/CL_0011013', 'http://purl.obolibrary.org/obo/GO_0031514', '<http://purl.jp/bio/10/mpo#MPO_02002>', '<http://purl.jp/bio/10/mpo#MPO_02000>', '<http://doi.org/10.1601/MotilityObservation>']	['Motile', 'Motile', 'motile cell', 'motile cell', 'Highly motile', 'motile sperm cell', 'Non motile', 'motile cell', 'motile cell', 'motile cell', 'motile cell', 'motile cell', 'motile sperm cell', 'motile sperm cell', 'motile sperm cell', 'motile cilium', 'Nonmotile', 'Motility', 'Motility']	['skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.1214, 0.1214, 0.2369, 0.2369, 0.4614, 0.4865, 0.4948, 0.5001, 0.5001, 0.5001, 0.5001, 0.5001, 0.5114, 0.533, 0.533, 0.5357, 0.5533, 0.5747, 0.5747]	['UNKNOWN', 'DOI', 'CL', 'CL', 'DOI', 'CL', 'DOI', 'CL', 'CL', 'CL', 'CL', 'CL', 'CL', 'CL', 'CL', 'GO', 'UNKNOWN', 'UNKNOWN', 'DOI']
METPO:1000703	non motile	['<http://doi.org/10.1601/NonMotile>', '<http://purl.jp/bio/10/mpo#MPO_02002>', '<http://purl.jp/bio/10/mpo#MPO_02001>', '<http://doi.org/10.1601/Motile>', '<http://doi.org/10.1601/HighlyMotile>', 'http://purl.obolibrary.org/obo/CL_0000219', 'http://purl.obolibrary.org/obo/CL_0000219', 'http://purl.obolibrary.org/obo/WBPhenotype_0000387', '<http://purl.jp/bio/10/mpo#MPO_02029>']	['Non motile', 'Nonmotile', 'Motile', 'Motile', 'Highly motile', 'motile cell', 'motile cell', 'sperm nonmotile', 'Floating motility']	['skos:closeMatch', 'skos:closeMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0925, 0.2064, 0.4636, 0.4636, 0.5048, 0.5192, 0.5192, 0.5619, 0.5711]	['DOI', 'UNKNOWN', 'UNKNOWN', 'DOI', 'DOI', 'CL', 'CL', 'UNKNOWN', 'UNKNOWN']
METPO:1000704	flagellated	['http://purl.obolibrary.org/obo/CL_0011016', 'http://purl.obolibrary.org/obo/CL_0011016', 'http://purl.obolibrary.org/obo/MICRO_0000271', 'http://purl.obolibrary.org/obo/MICRO_0000272', 'http://purl.obolibrary.org/obo/GO_0030317', 'http://purl.obolibrary.org/obo/CL_0011016', 'http://purl.obolibrary.org/obo/CL_0011016', 'http://purl.obolibrary.org/obo/MICRO_0000273']	['flagellated sperm cell', 'flagellated sperm cell', 'multiply flagellated', 'flagellated cell', 'flagellated sperm motility', 'flagellated sperm cell', 'flagellated sperm cell', 'singly flagellated']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.3605, 0.3605, 0.3753, 0.3757, 0.5135, 0.5724, 0.5724, 0.5808]	['CL', 'CL', 'MICRO', 'MICRO', 'GO', 'CL', 'CL', 'MICRO']
METPO:1000705	axially filamented	['http://purl.obolibrary.org/obo/FLOPO_0021767', 'http://purl.obolibrary.org/obo/FLOPO_0019749', 'http://purl.obolibrary.org/obo/FLOPO_0009323', 'http://purl.obolibrary.org/obo/FLOPO_0002864', 'http://purl.obolibrary.org/obo/FLOPO_0009956', 'http://purl.obolibrary.org/obo/FLOPO_0023387', 'http://purl.obolibrary.org/obo/FLOPO_0023600', 'http://purl.obolibrary.org/obo/FLOPO_0010661', 'http://purl.obolibrary.org/obo/FLOPO_0019750', 'http://purl.obolibrary.org/obo/FLOPO_0023148', 'http://purl.obolibrary.org/obo/FLOPO_0009470', 'http://purl.obolibrary.org/obo/FLOPO_0012320', 'http://purl.obolibrary.org/obo/FLOPO_0010900', 'http://purl.obolibrary.org/obo/FLOPO_0001590', 'http://purl.obolibrary.org/obo/FLOPO_0016221', 'http://purl.obolibrary.org/obo/FLOPO_0002753', 'http://purl.obolibrary.org/obo/FLOPO_0001081', 'http://purl.obolibrary.org/obo/FLOPO_0022229', 'http://purl.obolibrary.org/obo/FLOPO_0000661', 'http://purl.obolibrary.org/obo/FLOPO_0002066']	['filament axial to', 'filament actinomorphic', 'filament spindle-shaped', 'filament cylindrical', 'filament bilobed', 'stem filamentous', 'filament branched', 'filament elongated', 'filament radial symmetry', 'filament distributed', 'filament lobed', 'filament bifurcated', 'filament obconical', 'filament arched', 'filament trilobed', 'filament whorled', 'filament structure', 'filament slender', 'filament adaxial to', 'filament morphology']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.4077, 0.4766, 0.4899, 0.5012, 0.5043, 0.5053, 0.5095, 0.5318, 0.5334, 0.5344, 0.5427, 0.551, 0.5559, 0.5574, 0.5575, 0.5591, 0.5599, 0.5621, 0.5629, 0.568]	['FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO']
METPO:1000706	gliding	['<http://doi.org/10.1601/Gliding>', 'http://purl.obolibrary.org/obo/MICRO_0000437', '<http://purl.jp/bio/10/mpo#MPO_02022>']	['Gliding', 'gliding motility', 'Gliding motility']	['skos:closeMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.1369, 0.5211, 0.5989]	['DOI', 'MICRO', 'UNKNOWN']
METPO:1000720	facultative psychrophilic	['http://purl.obolibrary.org/obo/MICRO_0001417', 'http://purl.obolibrary.org/obo/MICRO_0001307', 'http://purl.obolibrary.org/obo/MICRO_0001536', 'http://purl.obolibrary.org/obo/MICRO_0001376', 'http://purl.obolibrary.org/obo/MICRO_0001375', '<http://purl.jp/bio/10/mpo#MPO_03005>', 'http://purl.obolibrary.org/obo/MICRO_0001557', 'http://purl.obolibrary.org/obo/MICRO_0001306', 'http://purl.obolibrary.org/obo/MICRO_0001558', 'http://purl.obolibrary.org/obo/MICRO_0001520', 'http://purl.obolibrary.org/obo/MICRO_0001287', 'http://purl.obolibrary.org/obo/MICRO_0001364', '<http://doi.org/10.1601/FacultativeAnaerobe>', '<http://purl.jp/bio/10/mpo#MPO_04007>', 'http://purl.obolibrary.org/obo/MICRO_0000503']	['facultative psychrophile', 'obligately psychrophilic', 'obligate psychrophile', 'facultative thermophile', 'facultative halophile', 'Facultative thermophilic', 'facultative acidophile', 'psychrophilic', 'facultative alkaliphile', 'facultative anaerobe', 'obligately thermophilic', 'facultative barophile', 'Facultative anaerobe', 'Facultative anaerobe', 'facultatively anaerobic']	['skos:closeMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0771, 0.2838, 0.3689, 0.3801, 0.4211, 0.439, 0.4512, 0.4763, 0.5174, 0.5272, 0.546, 0.5558, 0.5961, 0.5962, 0.5963]	['MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'DOI', 'UNKNOWN', 'MICRO']
METPO:1000721	extreme hyperthermophilic	['http://purl.obolibrary.org/obo/MICRO_0001294', 'http://purl.obolibrary.org/obo/MICRO_0001538', 'http://purl.obolibrary.org/obo/MICRO_0001305', '<http://doi.org/10.1601/Hyperthermophile>', 'http://purl.obolibrary.org/obo/WBPhenotype_0000998', 'http://purl.obolibrary.org/obo/MICRO_0000118', 'http://purl.obolibrary.org/obo/MICRO_0001540', 'http://purl.obolibrary.org/obo/ENVO_00002027', 'http://purl.obolibrary.org/obo/MICRO_0001287', 'http://purl.obolibrary.org/obo/MICRO_0001537', '<https://mdatahub.org/data/meo/MEO_0002015>', 'http://purl.obolibrary.org/obo/ECOCORE_00000134', '<http://purl.jp/bio/10/mpo#MPO_03004>', '<https://purl.dsmz.de/schema/MISO_7_57>', '<http://doi.org/10.1601/ExtremePsychrophile>']	['hyperthermophilic', 'hyperthermophile', 'obligately hyperthermophilic', 'Hyperthermophile', 'thermophilic', 'thermophilic', 'obligate hyperthermophile', 'obsolete extreme high temperature habitat', 'obligately thermophilic', 'thermophile', 'hyperthermophilic sediment', 'extremophile', 'Obligate thermophilic', 'Thermophilic (>45°C)', 'Extreme psychrophile']	['skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.253, 0.3453, 0.3565, 0.3855, 0.4317, 0.4319, 0.4635, 0.5005, 0.5275, 0.5324, 0.5354, 0.558, 0.5716, 0.5754, 0.5871]	['MICRO', 'MICRO', 'MICRO', 'DOI', 'UNKNOWN', 'MICRO', 'MICRO', 'ENVO', 'MICRO', 'MICRO', 'MEO', 'ECOCORE', 'UNKNOWN', 'D3O', 'DOI']
METPO:1000800	respiration	['<http://doi.org/10.1601/Respiration>', 'http://purl.obolibrary.org/obo/UBERON_0000171', 'http://purl.obolibrary.org/obo/MICRO_0001455']	['Respiration', 'respiration organ', 'respirer']	['skos:closeMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.204, 0.4976, 0.5412]	['DOI', 'UBERON', 'MICRO']
METPO:1000801	Aerobic respiration	['http://purl.obolibrary.org/obo/GO_0009060', 'http://purl.obolibrary.org/obo/GO_0009060', 'http://purl.obolibrary.org/obo/GO_0009060', '<http://doi.org/10.1601/Aerobic>', '<http://doi.org/10.1601/AnaerobicRespiration>', 'http://purl.obolibrary.org/obo/GO_0009061', 'http://purl.obolibrary.org/obo/GO_0009061', 'http://purl.obolibrary.org/obo/GO_0009061', 'http://purl.obolibrary.org/obo/MICRO_0000494']	['aerobic respiration', 'aerobic respiration', 'aerobic respiration', 'Aerobic', 'Anaerobic respiration', 'anaerobic respiration', 'anaerobic respiration', 'anaerobic respiration', 'aerobic']	['skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.1592, 0.1592, 0.1592, 0.4489, 0.4777, 0.5168, 0.5168, 0.5168, 0.5634]	['GO', 'GO', 'GO', 'DOI', 'DOI', 'GO', 'GO', 'GO', 'MICRO']
METPO:1000802	Anaerobic respiration	['<http://doi.org/10.1601/AnaerobicRespiration>', 'http://purl.obolibrary.org/obo/GO_0009061', 'http://purl.obolibrary.org/obo/GO_0009061', 'http://purl.obolibrary.org/obo/GO_0009061', 'http://purl.obolibrary.org/obo/OMIT_0002104', 'http://purl.obolibrary.org/obo/APO_0000210', 'http://purl.obolibrary.org/obo/MICRO_0000495', '<http://purl.jp/bio/10/mpo#MPO_04003>', '<http://doi.org/10.1601/Anaerobe>', 'http://purl.obolibrary.org/obo/MICRO_0001528', 'http://purl.obolibrary.org/obo/MICRO_0001528', '<http://doi.org/10.1601/Microaerobic>', 'http://purl.obolibrary.org/obo/MICRO_0001526', 'http://purl.obolibrary.org/obo/MICRO_0001526', 'http://purl.obolibrary.org/obo/GO_0009060', 'http://purl.obolibrary.org/obo/GO_0009060', 'http://purl.obolibrary.org/obo/GO_0009060', 'http://purl.obolibrary.org/obo/GO_0009061', 'http://purl.obolibrary.org/obo/GO_0009061', 'http://purl.obolibrary.org/obo/GO_0009061']	['Anaerobic respiration', 'anaerobic respiration', 'anaerobic respiration', 'anaerobic respiration', 'Anaerobiosis', 'anaerobic metabolism', 'anaerobic', 'Anaerobe', 'Anaerobe', 'anaerobiosis', 'anaerobiosis', 'Microaerobic', '(an)aerobiosis', '(an)aerobiosis', 'aerobic respiration', 'aerobic respiration', 'aerobic respiration', 'anaerobic respiration', 'anaerobic respiration', 'anaerobic respiration']	['skos:exactMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.147, 0.147, 0.147, 0.4553, 0.4637, 0.4737, 0.5129, 0.5129, 0.5684, 0.5684, 0.5749, 0.5806, 0.5806, 0.5881, 0.5881, 0.5881, 0.5917, 0.5917, 0.5917]	['DOI', 'GO', 'GO', 'GO', 'OMIT', 'APO', 'MICRO', 'UNKNOWN', 'DOI', 'MICRO', 'MICRO', 'DOI', 'MICRO', 'MICRO', 'GO', 'GO', 'GO', 'GO', 'GO', 'GO']
METPO:1000803	Oxidative phosphorylation	['http://purl.obolibrary.org/obo/GO_0006119', 'http://purl.obolibrary.org/obo/APO_0000145', 'http://purl.obolibrary.org/obo/FYPO_0000520', 'http://purl.obolibrary.org/obo/MP_0010959', 'http://purl.obolibrary.org/obo/GO_0006119', 'http://purl.obolibrary.org/obo/GO_0006119', 'http://purl.obolibrary.org/obo/GO_0006119']	['oxidative phosphorylation', 'oxidative phosphorylation', 'increased oxidative phosphorylation', 'abnormal oxidative phosphorylation', 'oxidative phosphorylation', 'oxidative phosphorylation', 'oxidative phosphorylation']	['skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.2734, 0.2734, 0.4875, 0.5553, 0.5828, 0.59, 0.59]	['GO', 'APO', 'FYPO', 'MP', 'GO', 'GO', 'GO']
METPO:1000844	Methanogenesis	['http://purl.obolibrary.org/obo/GO_0015948', 'http://purl.obolibrary.org/obo/GO_0015948', '<https://mdatahub.org/data/meo/MEO_0000325>', 'http://purl.obolibrary.org/obo/GO_0019387', 'http://purl.obolibrary.org/obo/GO_0019386', 'http://purl.obolibrary.org/obo/NCBITaxon_2191', 'http://purl.obolibrary.org/obo/GO_0019385', 'http://purl.obolibrary.org/obo/MICRO_0000165', '<http://purl.jp/bio/10/mpo#MPO_04014>', 'http://purl.obolibrary.org/obo/NCBITaxon_2158', 'http://purl.obolibrary.org/obo/NCBITaxon_348610', 'http://purl.obolibrary.org/obo/NCBITaxon_183939', 'http://purl.obolibrary.org/obo/GO_0046188', 'http://purl.obolibrary.org/obo/NCBITaxon_2182', 'http://purl.obolibrary.org/obo/NCBITaxon_2182', 'http://purl.obolibrary.org/obo/NCBITaxon_224756']	['methanogenesis', 'methanogenesis', 'methanogenic process', 'methanogenesis, from methanol', 'methanogenesis, from carbon dioxide', 'Methanomicrobiales', 'methanogenesis, from acetate', 'methane produced by methanogenesis', 'Methanotrophic', 'Methanobacteriales', 'Methanogenium marinum', 'Methanococci', 'methane catabolic process', 'Methanococcales', 'Methanococcales', 'Methanomicrobia']	['skos:closeMatch', 'skos:closeMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.1663, 0.1663, 0.3517, 0.3588, 0.3889, 0.447, 0.4488, 0.4512, 0.4673, 0.4714, 0.5166, 0.5459, 0.582, 0.5862, 0.5862, 0.5898]	['GO', 'GO', 'MEO', 'GO', 'GO', 'UNKNOWN', 'GO', 'MICRO', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'GO', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']
METPO:1000845	Acetogenesis	['<http://purl.jp/bio/10/mpo#MPO_04048>', 'http://purl.obolibrary.org/obo/CHEBI_13705']	['Acetate fermentation', 'acetoacetate']	['skos:broadMatch', 'skos:broadMatch']	[0.523, 0.5827]	['UNKNOWN', 'CHEBI']
METPO:1000870	sporulation	['http://purl.obolibrary.org/obo/APO_0000041', 'http://purl.obolibrary.org/obo/GO_0043934', 'http://purl.obolibrary.org/obo/GO_0043934', 'http://purl.obolibrary.org/obo/GO_0043934', '<http://purl.obolibrary.org/obo/GO_0043934>', 'http://purl.obolibrary.org/obo/GO_0043934', 'http://purl.obolibrary.org/obo/GO_0043934', 'http://purl.obolibrary.org/obo/GO_0043934', 'http://purl.obolibrary.org/obo/GO_0043934', 'http://purl.obolibrary.org/obo/FYPO_0000590', 'http://purl.obolibrary.org/obo/APO_0000041', 'http://purl.obolibrary.org/obo/APO_0000044', '<http://purl.obolibrary.org/obo/OMP_0000091>', 'http://purl.obolibrary.org/obo/FYPO_0000121', 'http://purl.obolibrary.org/obo/GO_0075283', 'http://purl.obolibrary.org/obo/GO_0030435', 'http://purl.obolibrary.org/obo/FYPO_0000583', 'http://purl.obolibrary.org/obo/GO_0043935', 'http://purl.obolibrary.org/obo/GO_0042173', 'http://purl.obolibrary.org/obo/GO_0043945']	['sporulation', 'sporulation', 'sporulation', 'sporulation', 'sporulation', 'sporulation', 'sporulation', 'sporulation', 'sporulation', 'normal sporulation', 'sporulation', 'sporulation efficiency', 'sporulation phenotype', 'abnormal sporulation', 'sporulation resulting in formation of a multicellular or syncytial spore', 'sporulation resulting in formation of a cellular spore', 'abolished sporulation', 'sexual sporulation resulting in formation of a cellular spore', 'regulation of sporulation resulting in formation of a cellular spore', 'positive regulation of asexual sporulation resulting in formation of a cellular spore']	['skos:exactMatch', 'skos:exactMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.0, 0.4244, 0.4244, 0.4244, 0.4272, 0.4272, 0.4272, 0.4272, 0.4385, 0.454, 0.4593, 0.4996, 0.5301, 0.5323, 0.5452, 0.5513, 0.5561, 0.5582, 0.5652]	['APO', 'GO', 'GO', 'GO', 'GO', 'GO', 'GO', 'GO', 'GO', 'FYPO', 'APO', 'APO', 'OMP', 'FYPO', 'GO', 'GO', 'FYPO', 'GO', 'GO', 'GO']
METPO:1000871	spore forming	['http://purl.obolibrary.org/obo/GO_0009847', 'http://purl.obolibrary.org/obo/APO_0000042', 'http://purl.obolibrary.org/obo/APO_0000043', 'http://purl.obolibrary.org/obo/FLOPO_0019238', 'http://purl.obolibrary.org/obo/FYPO_0000943', 'http://purl.obolibrary.org/obo/FYPO_0002489', 'http://purl.obolibrary.org/obo/FLOPO_0004267', 'http://purl.obolibrary.org/obo/FLOPO_0006963', 'http://purl.obolibrary.org/obo/FLOPO_0011628', 'http://purl.obolibrary.org/obo/FLOPO_0001786', 'http://purl.obolibrary.org/obo/FLOPO_0009935', 'http://purl.obolibrary.org/obo/FLOPO_0017112', 'http://purl.obolibrary.org/obo/FLOPO_0002142', 'http://purl.obolibrary.org/obo/FLOPO_0021912', 'http://purl.obolibrary.org/obo/GO_0070590', 'http://purl.obolibrary.org/obo/FLOPO_0016012', 'http://purl.obolibrary.org/obo/FLOPO_0016337', 'http://purl.obolibrary.org/obo/FLOPO_0017619', 'http://purl.obolibrary.org/obo/FLOPO_0006238', 'http://purl.obolibrary.org/obo/FLOPO_0013944']	['spore germination', 'spore germination', 'spore wall formation', 'spore capsule annulus raised', 'normal spore morphology', 'spore lysis', 'spore capsule annulus pilosity', 'spore capsule annulus hairy', 'spore capsule annulus split', 'spore capsule annulus phenotype', 'plant spore shape', 'spore capsule annulus open', 'spore capsule annulus pubescent', 'spore capsule annulus furrowed', 'spore wall biogenesis', 'spore capsule annulus tubular', 'spore capsule annulus fertility', 'spore capsule annulus oblong', 'spore capsule annulus erect', 'spore capsule annulus ovate']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.3752, 0.3752, 0.4218, 0.5056, 0.5065, 0.5082, 0.5132, 0.5164, 0.5185, 0.5193, 0.5198, 0.5206, 0.5219, 0.522, 0.5235, 0.5239, 0.5246, 0.5254, 0.5255, 0.5275]	['GO', 'APO', 'APO', 'FLOPO', 'FYPO', 'FYPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'GO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO']
METPO:1000872	non-spore forming	['http://purl.obolibrary.org/obo/FYPO_0000943', 'http://purl.obolibrary.org/obo/GO_0009847', 'http://purl.obolibrary.org/obo/APO_0000042', 'http://purl.obolibrary.org/obo/FYPO_0000579', 'http://purl.obolibrary.org/obo/FYPO_0000346', 'http://purl.obolibrary.org/obo/DDPHENO_0001046', 'http://purl.obolibrary.org/obo/CL_0000291', 'http://purl.obolibrary.org/obo/FYPO_0000348', 'http://purl.obolibrary.org/obo/CL_0002369', 'http://purl.obolibrary.org/obo/FLOPO_0016336']	['normal spore morphology', 'spore germination', 'spore germination', 'normal spore germination', 'small spores', 'aberrant spore germination', 'obsolete spore (sensu Mycetozoa)', 'abnormal spore morphology', 'fungal spore', 'spore capsule annulus sterile']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.4775, 0.5277, 0.5277, 0.5507, 0.5572, 0.5806, 0.5822, 0.591, 0.592, 0.595]	['FYPO', 'GO', 'APO', 'FYPO', 'FYPO', 'DDPHENO', 'CL', 'FYPO', 'CL', 'FLOPO']
METPO:1000881	cell length	['<http://purl.obolibrary.org/obo/OMP_0000322>', 'http://purl.obolibrary.org/obo/OMP_0000322', 'http://purl.obolibrary.org/obo/OBA_2040145', 'http://purl.obolibrary.org/obo/OBA_2040145', 'http://purl.obolibrary.org/obo/FLOPO_0001280', '<http://purl.obolibrary.org/obo/OMP_0000358>', 'http://purl.obolibrary.org/obo/OMP_0000358', 'http://purl.obolibrary.org/obo/FLOPO_0005033', 'http://purl.obolibrary.org/obo/FLOPO_0000841', 'http://purl.obolibrary.org/obo/APO_0000052', 'http://purl.obolibrary.org/obo/OBA_0000055', 'http://purl.obolibrary.org/obo/FLOPO_0000853']	['cell length phenotype', 'cell length phenotype', 'cell length', 'cell length', 'leaflet length', 'cell length variability phenotype', 'cell length variability phenotype', 'plant cell length', 'stem length', 'cell size', 'cell size', 'branch length']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.3703, 0.3706, 0.5099, 0.5099, 0.5407, 0.5574, 0.5575, 0.5597, 0.5809, 0.5981, 0.5981, 0.5987]	['OMP', 'OMP', 'OBA', 'OBA', 'FLOPO', 'OMP', 'OMP', 'FLOPO', 'FLOPO', 'APO', 'OBA', 'FLOPO']
METPO:1000882	cell width	['http://purl.obolibrary.org/obo/MICRO_0001179', 'http://purl.obolibrary.org/obo/OBA_2040146', 'http://purl.obolibrary.org/obo/FLOPO_0020817', 'http://purl.obolibrary.org/obo/FLOPO_0021573', 'http://purl.obolibrary.org/obo/FLOPO_0004627', 'http://purl.obolibrary.org/obo/FLOPO_0008113', 'http://purl.obolibrary.org/obo/FLOPO_0016135']	['has cell width', 'cell width', 'stem width', 'branch width', 'leaf width', 'leaflet width', 'bud width']	['skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.339, 0.4426, 0.4692, 0.5041, 0.5099, 0.5259, 0.5987]	['MICRO', 'OBA', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO', 'FLOPO']
METPO:1000886	cell length large	['<http://purl.obolibrary.org/obo/OMP_0000322>', 'http://purl.obolibrary.org/obo/OMP_0000322', 'http://purl.obolibrary.org/obo/APO_0000052', 'http://purl.obolibrary.org/obo/OBA_0000055']	['cell length phenotype', 'cell length phenotype', 'cell size', 'cell size']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.5197, 0.5199, 0.5948, 0.5948]	['OMP', 'OMP', 'APO', 'OBA']
METPO:1000887	cell width very small	['http://purl.obolibrary.org/obo/MICRO_0001179']	['has cell width']	['skos:broadMatch']	[0.5371]	['MICRO']
METPO:1000888	cell width small	['http://purl.obolibrary.org/obo/MICRO_0001179']	['has cell width']	['skos:broadMatch']	[0.4735]	['MICRO']
METPO:1000889	cell width medium	['http://purl.obolibrary.org/obo/MICRO_0001179']	['has cell width']	['skos:broadMatch']	[0.5002]	['MICRO']
METPO:1000890	cell width large	['http://purl.obolibrary.org/obo/MICRO_0001179']	['has cell width']	['skos:broadMatch']	[0.4501]	['MICRO']
METPO:1001000	observation	['https://w3id.org/biolink/vocab/KnowledgeLevelEnum#observation', 'http://purl.obolibrary.org/obo/APO_0000017']	['observation', 'observable']	['skos:exactMatch', 'skos:broadMatch']	[0.0, 0.5303]	['BIOLINK', 'APO']
METPO:1001002	growth temperature observation	['<http://doi.org/10.1601/GrowthObservation>']	['Growth observation']	['skos:broadMatch']	[0.5881]	['DOI']
