card_id	trait_name	mapping_kind	base_category	substrate_label	predicate_positive_id	predicate_positive_label	predicate_negative_id	predicate_negative_label	substrate_chebi_ids	process_curies	matched_process_metpo	status	trait_format	curie_count	usable_external_curies
builds-acid-from-3-4-nitrophenyl-carbamoylamino-propanoic-acid	builds acid from: 3-[(4-nitrophenyl)carbamoylamino]propanoic acid	composed	builds acid from	3-[(4-nitrophenyl)carbamoylamino]propanoic acid	METPO:2000003	builds acid from	METPO:2000028	does not build acid from		GO:0016053		missing_chebi; missing_process_term	composed_boolean	1	GO
builds-acid-from-3-hydroxybenzoate	builds acid from: 3-hydroxybenzoate	composed	builds acid from	3-hydroxybenzoate	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:16193	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-3-hydroxybutyrate	builds acid from: 3-hydroxybutyrate	composed	builds acid from	3-hydroxybutyrate	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:37054	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-3-o-methyl-alpha-d-glucopyranoside	builds acid from: 3-O-methyl alpha-D-glucopyranoside	composed	builds acid from	3-O-methyl alpha-D-glucopyranoside	METPO:2000003	builds acid from	METPO:2000028	does not build acid from		GO:0016053		missing_chebi; missing_process_term	composed_boolean	1	GO
builds-acid-from-3-o-methyl-d-glucose	builds acid from: 3-O-methyl-D-glucose	composed	builds acid from	3-O-methyl-D-glucose	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:73918	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-4-hydroxybenzoate	builds acid from: 4-hydroxybenzoate	composed	builds acid from	4-hydroxybenzoate	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:17879	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-4-hydroxybutyrate	builds acid from: 4-hydroxybutyrate	composed	builds acid from	4-hydroxybutyrate	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:16724	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-4-hydroxyphenylacetic-acid	builds acid from: 4-hydroxyphenylacetic acid	composed	builds acid from	4-hydroxyphenylacetic acid	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:18101	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-4-nitrophenyl-alpha-d-galactoside	builds acid from: 4-nitrophenyl alpha-D-galactoside	composed	builds acid from	4-nitrophenyl alpha-D-galactoside	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:546840	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-4-nitrophenyl-alpha-d-glucopyranoside	builds acid from: 4-nitrophenyl alpha-D-glucopyranoside	composed	builds acid from	4-nitrophenyl alpha-D-glucopyranoside	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:91122	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-4-nitrophenyl-beta-d-galactopyranoside	builds acid from: 4-nitrophenyl beta-D-galactopyranoside	composed	builds acid from	4-nitrophenyl beta-D-galactopyranoside	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:355715	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-4-nitrophenyl-beta-d-galactopyranoside-hydrolysate	builds acid from: 4-nitrophenyl beta-D-galactopyranoside hydrolysate	composed	builds acid from	4-nitrophenyl beta-D-galactopyranoside hydrolysate	METPO:2000003	builds acid from	METPO:2000028	does not build acid from		GO:0016053		missing_chebi; missing_process_term	composed_boolean	1	GO
builds-acid-from-4-nitrophenyl-beta-d-glucopyranoside	builds acid from: 4-nitrophenyl beta-D-glucopyranoside	composed	builds acid from	4-nitrophenyl beta-D-glucopyranoside	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:90259	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-4-nitrophenyl-beta-d-glucuronide	builds acid from: 4-nitrophenyl beta-D-glucuronide	composed	builds acid from	4-nitrophenyl beta-D-glucuronide	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:90146	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-4-nitrophenyl-beta-d-xylopyranoside	builds acid from: 4-nitrophenyl beta-D-xylopyranoside	composed	builds acid from	4-nitrophenyl beta-D-xylopyranoside	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:90148	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-4-nitrophenyl-alpha-d-maltopyranoside	builds acid from: 4-nitrophenyl-alpha-D-maltopyranoside	composed	builds acid from	4-nitrophenyl-alpha-D-maltopyranoside	METPO:2000003	builds acid from	METPO:2000028	does not build acid from		GO:0016053		missing_chebi; missing_process_term	composed_boolean	1	GO
builds-acid-from-5-bromo-3-indolyl-nonanoate	builds acid from: 5-bromo-3-indolyl nonanoate	composed	builds acid from	5-bromo-3-indolyl nonanoate	METPO:2000003	builds acid from	METPO:2000028	does not build acid from		GO:0016053		missing_chebi; missing_process_term	composed_boolean	1	GO
builds-acid-from-5-dehydro-d-gluconate	builds acid from: 5-dehydro-D-gluconate	composed	builds acid from	5-dehydro-D-gluconate	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:58143	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-acetate	builds acid from: acetate	composed	builds acid from	acetate	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:30089	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-acetic-acid	builds acid from: acetic acid	composed	builds acid from	acetic acid	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:16411	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-acetoacetate	builds acid from: acetoacetate	composed	builds acid from	acetoacetate	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:13705	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-adenosine	builds acid from: adenosine	composed	builds acid from	adenosine	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:16335	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-adipate	builds acid from: adipate	composed	builds acid from	adipate	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:17128	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-alpha-cyclodextrin	builds acid from: alpha-cyclodextrin	composed	builds acid from	alpha-cyclodextrin	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:40585	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-alpha-d-glucose	builds acid from: alpha-D-glucose	composed	builds acid from	alpha-D-glucose	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:17925	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-alpha-l-rhamnose	builds acid from: alpha-L-rhamnose	composed	builds acid from	alpha-L-rhamnose	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:27907	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-alpha-lactose	builds acid from: alpha-lactose	composed	builds acid from	alpha-lactose	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:36219	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-altrarate	builds acid from: altrarate	composed	builds acid from	altrarate	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:35389	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-amygdalin	builds acid from: amygdalin	composed	builds acid from	amygdalin	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:27613	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-amygdalin	builds acid from: Amygdalin	composed	builds acid from	Amygdalin	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:27613	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-arabinan	builds acid from: arabinan	composed	builds acid from	arabinan	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:22590	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-arabinitol	builds acid from: arabinitol	composed	builds acid from	arabinitol	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:22605	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-arabinose	builds acid from: arabinose	composed	builds acid from	arabinose	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:22599	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-arabinoxylan	builds acid from: arabinoxylan	composed	builds acid from	arabinoxylan	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:28427	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-arbutin	builds acid from: arbutin	composed	builds acid from	arbutin	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:18305	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-arbutin	builds acid from: Arbutin	composed	builds acid from	Arbutin	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:18305	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-arginine	builds acid from: arginine	composed	builds acid from	arginine	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:29016	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-benzoate	builds acid from: benzoate	composed	builds acid from	benzoate	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:16150	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-beta-d-glucose	builds acid from: beta-d-glucose	composed	builds acid from	beta-d-glucose	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:15903	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-beta-d-xylose	builds acid from: beta-D-xylose	composed	builds acid from	beta-D-xylose	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:28161	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-beta-gentiobiose	builds acid from: beta-gentiobiose	composed	builds acid from	beta-gentiobiose	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:71422	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-beta-lactose	builds acid from: beta-lactose	composed	builds acid from	beta-lactose	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:36218	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-butanol	builds acid from: butanol	composed	builds acid from	butanol	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:28885	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-butyrate	builds acid from: butyrate	composed	builds acid from	butyrate	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:17968	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-carboxymethylcellulose	builds acid from: carboxymethylcellulose	composed	builds acid from	carboxymethylcellulose	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:85146	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-casein	builds acid from: casein	composed	builds acid from	casein	METPO:2000003	builds acid from	METPO:2000028	does not build acid from		GO:0016053		missing_chebi; missing_process_term	composed_boolean	1	GO
builds-acid-from-cellobiose	builds acid from: cellobiose	composed	builds acid from	cellobiose	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:17057	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-cellobiose	builds acid from: Cellobiose	composed	builds acid from	Cellobiose	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:17057	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-cellulose	builds acid from: cellulose	composed	builds acid from	cellulose	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:62968	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-chitosan	builds acid from: chitosan	composed	builds acid from	chitosan	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:16261	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-cholesterol	builds acid from: cholesterol	composed	builds acid from	cholesterol	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:16113	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-citraconate	builds acid from: citraconate	composed	builds acid from	citraconate	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:30719	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-citramalate	builds acid from: citramalate	composed	builds acid from	citramalate	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:13997	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-citrate	builds acid from: citrate	composed	builds acid from	citrate	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:16947	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-citric-acid	builds acid from: citric acid	composed	builds acid from	citric acid	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:53258	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-coumarate	builds acid from: coumarate	composed	builds acid from	coumarate	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:23399	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-creatine	builds acid from: creatine	composed	builds acid from	creatine	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:16919	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-creatinine	builds acid from: creatinine	composed	builds acid from	creatinine	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:16737	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-cyclodextrin	builds acid from: cyclodextrin	composed	builds acid from	cyclodextrin	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:23456	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-d-adonitol	builds acid from: D-Adonitol	composed	builds acid from	D-Adonitol	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:15963	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-d-arabinose	builds acid from: D-arabinose	composed	builds acid from	D-arabinose	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:17108	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-d-arabinose	builds acid from: D-Arabinose	composed	builds acid from	D-Arabinose	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:17108	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-d-arabitol	builds acid from: D-arabitol	composed	builds acid from	D-arabitol	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:18333	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-d-arabitol	builds acid from: D-Arabitol	composed	builds acid from	D-Arabitol	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:18333	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-d-aspartate	builds acid from: D-aspartate	composed	builds acid from	D-aspartate	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:29990	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-d-fructose	builds acid from: D-fructose	composed	builds acid from	D-fructose	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:15824	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-d-fructose-6-phosphate	builds acid from: D-fructose 6-phosphate	composed	builds acid from	D-fructose 6-phosphate	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:78697	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
builds-acid-from-d-fucose	builds acid from: D-fucose	composed	builds acid from	D-fucose	METPO:2000003	builds acid from	METPO:2000028	does not build acid from	CHEBI:28847	GO:0016053		resolved_with_notes	composed_boolean	2	CHEBI; GO
