card_id	name	type	ontology_curies	ontology_urls	description
assimilation-benzene	assimilation: benzene	boolean	GO:0009058; CHEBI:16716	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16716	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-benzoate	assimilation: benzoate	boolean	GO:0009058; CHEBI:16150	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16150	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-beta-alanine	assimilation: beta-alanine	boolean	GO:0009058; CHEBI:16958	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16958	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-beta-cyclodextrin	assimilation: beta-cyclodextrin	boolean	GO:0009058; CHEBI:495055	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:495055	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-beta-d-fucose	assimilation: beta-D-fucose	boolean	GO:0009058; CHEBI:27442	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27442	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-beta-d-galacto-pyranosyl-d-arabinose	assimilation: beta-D-galacto-pyranosyl-D-arabinose	boolean	GO:0009058; CHEBI:73916	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:73916	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-beta-d-galactoside	assimilation: beta-D-galactoside	boolean	GO:0009058; CHEBI:28034	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28034	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-beta-d-glucose	assimilation: beta-d-glucose	boolean	GO:0009058; CHEBI:15903	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15903	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-beta-d-glucuronic-acid	assimilation: beta-D-glucuronic acid	boolean	GO:0009058; CHEBI:28860	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28860	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-beta-gentiobiose	assimilation: beta-gentiobiose	boolean	GO:0009058; CHEBI:71422	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:71422	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-beta-hydroxybutyrate	assimilation: beta-hydroxybutyrate	boolean	GO:0009058; CHEBI:8295	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:8295	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-betaine	assimilation: betaine	boolean	GO:0009058; CHEBI:17750	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17750	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-bromosuccinate	assimilation: bromosuccinate	boolean	GO:0009058; CHEBI:73706	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:73706	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-butamine	assimilation: butamine	boolean	GO:0009058	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-butanol	assimilation: butanol	boolean	GO:0009058; CHEBI:28885	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28885	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-butyrate	assimilation: butyrate	boolean	GO:0009058; CHEBI:17968	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17968	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-calcium-malate	assimilation: calcium malate	boolean	GO:0009058	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-capric-acid	assimilation: Capric acid	boolean	GO:0009058; CHEBI:30813	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30813	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-carbon-dioxide	assimilation: carbon dioxide	boolean	GO:0009058; CHEBI:16526	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16526	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-carboxymethylcellulose	assimilation: carboxymethylcellulose	boolean	GO:0009058; CHEBI:85146	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:85146	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-carnitine	assimilation: carnitine	boolean	GO:0009058; CHEBI:17126	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17126	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-casamino-acids	assimilation: casamino acids	boolean	GO:0009058	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-casein	assimilation: casein	boolean	GO:0009058	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-casein-hydrolysate	assimilation: casein hydrolysate	boolean	GO:0009058	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-catechol	assimilation: catechol	boolean	GO:0009058; CHEBI:18135	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18135	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-cellobiose	assimilation: cellobiose	boolean	GO:0009058; CHEBI:17057	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17057	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
assimilation-cellulose	assimilation: cellulose	boolean	GO:0009058; CHEBI:62968	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009058; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62968	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
